CustomerID,Age,Income,SpendingScore,NumOrders,ReturnRate,Region,Segment,JoinDate,LastPurchase
C000058,29.0,39624.71050902057,14.453707411852278,6.0,0.1267702099502605,South,Standard,2018-01-03,2022-01-05
C000059,51.0,29483.729272022523,53.22435082538688,8.0,0.071510042580256,North,Standard,2018-01-03,2022-01-05
C000060,19.0,66891.36127788217,11.419029351674197,11.0,0.0844134879113829,North,Premium,2018-01-03,2022-01-06
C000061,35.0,45998.584431714735,55.14405795222963,11.0,0.09123307608361246,Central,Standard,2018-01-03,2022-01-06
C000062,41.0,42199.205518537085,39.050061889250074,7.0,0.1633893845984253,South,Budget,2018-01-03,2022-01-06
C000063,47.0,59457.81370530583,62.658436064068226,7.0,0.02270111543467287,Central,Budget,2018-01-03,2022-01-06
C000064,39.0,69387.63437016906,49.96217715432226,12.0,0.5465015495295211,East,Budget,2018-01-03,2022-01-06
C000065,49.0,70838.50449946676,68.93462778364331,8.0,0.422028028101202,Central,Standard,2018-01-03,2022-01-06
C000066,35.0,55112.73695769066,50.21221497041547,10.0,0.07772917002499034,East,Standard,2018-01-03,2022-01-06
C000067,34.0,10000.0,40.63298004313905,17.0,0.1294572646964835,East,Standard,2018-01-03,2022-01-06
C000068,50.0,74088.40970556243,60.462869581938286,10.0,0.2692152419184151,North,Standard,2018-01-03,2022-01-06
C000069,37.0,38878.45304175969,58.90704516220838,8.0,0.27509795855883673,North,Standard,2018-01-03,2022-01-06
C000070,24.0,61167.571217972225,22.451720452027818,12.0,0.14051935038409216,North,Standard,2018-01-03,2022-01-06
C000071,26.0,52556.82257141546,53.14142034893995,9.0,0.40502649134075025,Central,Standard,2018-01-03,2022-01-06
C000073,45.0,96157.91315369266,18.139120117592476,8.0,0.434212297496645,Central,Budget,2018-01-04,2022-01-07
C000074,41.0,45810.54205451897,54.081680853538515,9.0,0.4576032227474977,North,Standard,2018-01-04,2022-01-07
C000075,48.0,28107.244651828398,74.0822680643942,4.0,0.160171309562389,East,Premium,2018-01-04,2022-01-07
C000076,34.0,29671.56329893355,53.41718566264356,11.0,0.07598135528713501,Central,Premium,2018-01-04,2022-01-07
C000077,41.0,60431.318480703994,40.5956441025372,9.0,0.10017639101919162,East,Premium,2018-01-04,2022-01-07
C000079,36.0,32777.50604571026,28.0031304927641,8.0,0.11220903530517021,Central,Standard,2018-01-04,2022-01-07
C000080,45.0,44526.54426741436,41.89922448050203,9.0,0.1355960392791024,East,Standard,2018-01-04,2022-01-07
C000081,32.0,55112.73695769066,65.53293030466321,5.0,0.14926991363504583,South,Budget,2018-01-04,2022-01-07
C000082,35.0,53434.7202180785,61.85591686117343,9.0,0.055895010324045744,West,Premium,2018-01-04,2022-01-07
C000083,35.0,45352.229115345086,41.99386982346489,6.0,0.36155346237703506,West,Standard,2018-01-04,2022-01-07
C000084,25.0,47862.33966591602,33.46213785321612,8.0,0.16929586425328855,South,Standard,2018-01-04,2022-01-08
C000086,34.0,59452.558568682536,73.1009442344051,10.0,0.22217851472806271,North,Budget,2018-01-04,2022-01-08
C000087,40.0,60625.674270136624,19.454084128072573,9.0,0.15229053703687984,Central,Standard,2018-01-04,2022-01-08
C000088,45.0,22032.08022714375,50.318856578110534,8.0,0.1665318207153656,South,Standard,2018-01-04,2022-01-08
C000089,45.0,58333.95853947999,39.09099285935012,9.0,0.3117487350278311,Central,Budget,2018-01-04,2022-01-08
C000090,47.0,47758.91231978369,62.7224901199591,6.0,0.11495183285851539,Central,Standard,2018-01-04,2022-01-08
C000091,38.0,34724.09706963939,49.96217715432226,9.0,0.12122911913928436,Central,Standard,2018-01-04,2022-01-08
C000092,34.0,47545.76600429955,24.025963101343176,7.0,0.06912469285710358,Central,Budget,2018-01-04,2022-01-08
C000093,39.0,78122.72682620294,80.74786414181395,7.0,0.045922498467455296,North,Budget,2018-01-04,2022-01-08
C000094,19.0,71172.46972048891,53.464563663956355,6.0,0.2365791485202497,North,Standard,2018-01-04,2022-01-08
C000095,22.0,55112.73695769066,52.306901100832995,6.0,0.11304070156329521,West,Budget,2018-01-04,2022-01-08
C000096,24.0,37058.036376305645,21.110378352983254,10.0,0.13633548024969236,South,Standard,2018-01-05,2022-01-09
C000097,28.0,27807.4286384169,42.49441091576738,4.0,0.18777576643152089,West,Standard,2018-01-05,2022-01-09
C000098,44.0,36163.686437047305,34.32820284950901,4.0,0.09976388050905112,Central,Premium,2018-01-05,2022-01-09
C000099,29.0,55244.19102798384,47.1941227566776,5.0,0.14140465404683825,Central,Standard,2018-01-05,2022-01-09
C000100,35.0,55665.67434673639,11.413504959169813,15.0,0.10614341391646,North,Budget,2018-01-05,2022-01-09
C000101,55.0,41972.78292993869,51.52962964142247,11.0,0.1372750595763434,Central,Budget,2018-01-05,2022-01-09
C000102,35.0,72556.00625892138,65.60015858874046,5.0,0.2142556286569734,East,Premium,2018-01-05,2022-01-09
C000103,48.0,62689.80213128574,37.98676205977337,5.0,0.18896236034416433,Central,Standard,2018-01-05,2022-01-09
C000104,28.0,10000.0,54.416028455852185,5.0,0.2048905360559641,East,Standard,2018-01-05,2022-01-09
C000105,39.0,57183.436982595296,49.96217715432226,9.0,0.012246647401879009,North,Budget,2018-01-05,2022-01-09
C000106,28.0,70109.50170997744,82.64159211820704,10.0,0.05234903705649249,North,Standard,2018-01-05,2022-01-09
C000107,39.0,59048.69118385226,28.571889188443315,6.0,0.09976133219223714,North,Standard,2018-01-05,2022-01-09
C000108,50.0,66630.14775379642,45.21501122559976,11.0,0.17918867663197702,Central,Standard,2018-01-05,2022-01-10
C000109,19.0,49730.50591888513,32.9222935728082,7.0,0.06069270560342869,West,Budget,2018-01-05,2022-01-10
C000110,45.0,53694.904164860745,30.323346689126257,8.0,0.14136213033094192,South,Standard,2018-01-05,2022-01-10
C000111,42.0,55112.73695769066,80.78265402751008,8.0,0.20451789052432773,East,Premium,2018-01-05,2022-01-10
C000112,32.0,58681.61359194732,78.61768620893703,10.0,0.07781024445962428,West,Budget,2018-01-05,2022-01-10
C000113,22.0,43417.86628263899,39.28144714293674,6.0,0.07357786385929439,North,Standard,2018-01-05,2022-01-10
C000114,40.0,76849.69155727007,100.0,5.0,0.24727271619560912,Central,Budget,2018-01-05,2022-01-10
C000115,33.0,83455.62261168816,49.96217715432226,2.0,0.19634779459094942,West,Premium,2018-01-05,2022-01-10
C000116,42.0,684066.1139828372,69.85503186635628,10.0,0.18303752708846124,East,Standard,2018-01-05,2022-01-10
C000117,40.0,31625.921279655693,49.720193524703596,16.0,0.2529987451570236,South,Budget,2018-01-05,2022-01-10
C000118,59.0,28094.951480051815,73.41264297519143,12.0,0.0455591275669893,West,Budget,2018-01-05,2022-01-10
C000119,39.0,63099.33059902492,52.10461428792494,8.0,0.319785244004802,South,Standard,2018-01-05,2022-01-10
C000120,27.0,66756.73961618108,29.88971354306446,8.0,0.46241129899019384,Central,Standard,2018-01-06,2022-01-11
C000121,42.0,63183.41818724557,49.20590058967721,8.0,0.23509436397502748,West,Standard,2018-01-06,2022-01-11
C000122,39.0,64903.14058629929,40.759549548160265,7.0,0.13845114054032753,North,Budget,2018-01-06,2022-01-11
C000123,56.0,43632.528121462274,24.977772955740257,9.0,0.15802177471494924,West,Budget,2018-01-06,2022-01-11
C000124,50.0,15196.99460011228,69.90574328746844,16.0,0.4175631229981684,East,Standard,2018-01-06,2022-01-11
C000125,44.0,45054.256815182285,53.19290019730385,3.0,0.16060786902296462,West,Standard,2018-01-06,2022-01-11
C000126,57.0,88077.29559543947,49.96217715432226,6.0,0.07925523521941126,East,Budget,2018-01-06,2022-01-11
C000127,25.0,60295.95444115999,84.7872648137318,5.0,0.2553202845198336,South,Standard,2018-01-06,2022-01-11
C000128,32.0,63490.765374116636,53.175863808095286,6.0,0.304117630626562,North,Standard,2018-01-06,2022-01-11
C000129,28.0,73094.8555705716,74.58961621580653,9.0,0.07395970276898228,South,Standard,2018-01-06,2022-01-11
C000130,35.0,38198.29120297724,28.81866653998546,12.0,0.07306667273952436,South,Premium,2018-01-06,2022-01-11
C000131,23.0,59469.56096603178,34.15432823024413,8.0,0.6219705023025076,Central,Budget,2018-01-06,2022-01-11
C000132,47.0,65244.08476842154,49.972161947282444,6.0,0.0171660090458566,East,Budget,2018-01-06,2022-01-12
C000133,37.0,36349.62739317689,51.9012691598302,7.0,0.2805298212828637,South,Standard,2018-01-06,2022-01-12
C000134,22.0,62277.193918316894,55.92797317026657,13.0,0.17058173987361497,South,Standard,2018-01-06,2022-01-12
C000135,27.0,80907.30880633522,49.96217715432226,14.0,0.1907230368961208,Central,Premium,2018-01-06,2022-01-12
C000136,43.0,46985.95462259411,100.0,5.0,0.1504847870307104,West,Budget,2018-01-06,2022-01-12
C000137,50.0,20552.730922427734,17.725894094832157,13.0,0.07584031959643968,West,Premium,2018-01-06,2022-01-12
C000138,63.0,58451.88223717171,37.74852184115168,9.0,0.34281496528946076,Central,Premium,2018-01-06,2022-01-12
C000139,74.0,41869.052875261455,58.000262663777924,10.0,0.019228289580174078,West,Budget,2018-01-06,2022-01-12
C000140,44.0,58621.70805348127,89.04175859975751,7.0,0.09072265364720342,East,Standard,2018-01-06,2022-01-12
C000141,28.0,38157.01228566699,49.96217715432226,8.0,0.06258684473318768,South,Budget,2018-01-06,2022-01-12
C000142,18.0,56219.437955444264,49.550461375605536,11.0,0.28236074476609563,West,Budget,2018-01-06,2022-01-12
C000143,43.0,79544.51020795,41.76078248990049,8.0,0.23877319839175803,North,Premium,2018-01-06,2022-01-12
C000144,30.0,54443.9940094828,60.554964812432566,7.0,0.17908706539923563,South,Standard,2018-01-07,2022-01-13
C000145,35.0,22016.977836248778,49.371445046856614,7.0,0.16599366809146313,South,Premium,2018-01-07,2022-01-13
C000146,32.0,55112.73695769066,66.29891493595491,9.0,0.367793742348429,North,Budget,2018-01-07,2022-01-13
C000147,38.0,55398.13725430328,74.45001864844008,7.0,0.3696418605944034,East,Budget,2018-01-07,2022-01-13
C000148,52.0,59264.53677820456,49.96217715432226,7.0,0.07015664037789401,South,Budget,2018-01-07,2022-01-13
C000149,41.0,55112.73695769066,69.05511518545347,6.0,0.3460053357579419,South,Standard,2018-01-07,2022-01-13
C000150,38.0,55112.73695769066,34.919003834954665,6.0,0.10468839266013283,South,Standard,2018-01-07,2022-01-13
C000151,27.0,49239.16861599296,54.350929682590184,8.0,0.17831897391595508,South,Standard,2018-01-07,2022-01-13
C000152,39.0,34411.50229147814,36.48399768014065,7.0,0.30081949132609503,Central,Standard,2018-01-07,2022-01-13
C000153,34.0,58867.181130594996,16.7172301468691,7.0,0.36266674416194716,North,Standard,2018-01-07,2022-01-13
C000154,39.0,58342.75737936846,68.33458265576002,9.0,0.13235911818131227,Central,Standard,2018-01-07,2022-01-13
C000155,61.0,49805.462022488595,29.453418956410854,3.0,0.12018903004931482,East,Standard,2018-01-07,2022-01-13
C000156,41.0,69941.66945163552,35.13799963129114,6.0,0.4302946811993336,South,Budget,2018-01-07,2022-01-14
C000157,51.0,34266.131157388096,42.73907418551231,7.0,0.11038218363900926,West,Standard,2018-01-07,2022-01-14
C000158,34.0,57539.019366762644,87.95959663911724,11.0,0.3781985659428859,Central,Premium,2018-01-07,2022-01-14
C000159,39.0,67022.22224948733,82.45797835379926,6.0,0.15099890638194308,West,Premium,2018-01-07,2022-01-14
C000160,28.0,44158.87520218176,16.360603978810744,9.0,0.1275256793135592,West,Standard,2018-01-07,2022-01-14
C000161,31.0,27529.33501997141,25.223253855855504,8.0,0.34155524395358605,South,Standard,2018-01-07,2022-01-14
C000162,65.0,21092.813162829763,87.52111270151545,11.0,0.10985624172378855,East,Premium,2018-01-07,2022-01-14
C000163,30.0,58106.293511309115,93.71154856927117,10.0,0.3381716238775599,East,Standard,2018-01-07,2022-01-14
C000164,50.0,88880.53087594813,59.568092813283045,8.0,0.4386380491449433,South,Budget,2018-01-07,2022-01-14
C000165,29.0,42805.59133192146,52.74431860232299,5.0,0.2004744803427534,North,Standard,2018-01-07,2022-01-14
C000166,51.0,64026.432873647864,48.75157099554542,12.0,0.02816728135062889,South,Premium,2018-01-07,2022-01-14
C000167,44.0,10000.0,45.612218885887394,10.0,0.28623316878319693,South,Premium,2018-01-07,2022-01-14
C000168,38.0,55112.73695769066,25.03874519411776,7.0,0.11748945800271156,North,Standard,2018-01-08,2022-01-15
C000169,39.0,684066.1139828372,66.54727565793483,11.0,0.17488163064597753,North,Budget,2018-01-08,2022-01-15
C000170,32.0,47133.55107961972,31.147249046862832,6.0,0.10991823087667986,West,Standard,2018-01-08,2022-01-15
C000171,45.0,56577.35071238009,63.06079601186521,4.0,0.28437509632226393,Central,Budget,2018-01-08,2022-01-15
C000172,34.0,21784.309263484414,50.68816650417986,8.0,0.45598658204035075,North,Standard,2018-01-08,2022-01-15
C000173,25.0,117912.8285247806,71.89918966599211,8.0,0.19740351010478902,South,Standard,2018-01-08,2022-01-15
C000174,24.0,42893.72864289843,36.28725006889789,12.0,0.22315160479062157,South,Budget,2018-01-08,2022-01-15
C000175,42.0,67140.13502056291,24.474291499099806,12.0,0.2182666366908538,North,Standard,2018-01-08,2022-01-15
C000176,58.0,84853.34630612106,49.96217715432226,13.0,0.05905178610716951,East,Premium,2018-01-08,2022-01-15
C000177,39.0,60863.86264487512,49.56913798065068,7.0,0.10592455177502985,East,Budget,2018-01-08,2022-01-15
C000178,38.0,30445.593369726565,46.89283261575456,4.0,0.5382898217328035,South,Standard,2018-01-08,2022-01-15
C000179,43.0,57054.07812487455,49.96217715432226,7.0,0.2709366752501568,East,Standard,2018-01-08,2022-01-15
C000180,55.0,18247.17511401618,39.33672481175002,5.0,0.15442970709939574,Central,Standard,2018-01-08,2022-01-16
C000181,42.0,48380.2261905959,51.57209946929421,5.0,0.04819218630373453,Central,Premium,2018-01-08,2022-01-16
C000182,35.0,88537.86407897604,64.13624351160806,10.0,0.23378722964082482,South,Premium,2018-01-08,2022-01-16
C000183,53.0,26776.002169717023,49.54377678358097,12.0,0.1794737862663717,East,Budget,2018-01-08,2022-01-16
C000184,45.0,38516.57518527194,64.03172712425469,4.0,0.10450248953504575,Central,Budget,2018-01-08,2022-01-16
C000185,58.0,92072.11952995206,50.84439516693921,8.0,0.10032165980332396,North,Standard,2018-01-08,2022-01-16
C000186,42.0,51515.26830527337,50.962132315614895,6.0,0.18269302399022844,North,Budget,2018-01-08,2022-01-16
C000187,25.0,37125.97853734858,60.006151321965966,8.0,0.1996294122869222,Central,Budget,2018-01-08,2022-01-16
C000188,23.0,62784.12586744058,26.157349862164004,8.0,0.32228965097982065,West,Premium,2018-01-08,2022-01-16
C000189,59.0,45624.02609324221,87.73657698817766,10.0,0.06074944716303391,Central,Standard,2018-01-08,2022-01-16
C000190,39.0,10000.0,51.550150563918116,10.0,0.4796408125744331,East,Budget,2018-01-08,2022-01-16
C000191,37.0,27790.85252913406,49.96217715432226,8.0,0.12954258953404382,South,Standard,2018-01-08,2022-01-16
C000192,35.0,96139.83359784051,54.982243642744336,8.0,0.3429658093276825,South,Premium,2018-01-09,2022-01-17
C000193,57.0,61562.94455015095,72.78518161699614,10.0,0.15673621087496004,Central,Standard,2018-01-09,2022-01-17
C000194,26.0,84273.74526129513,58.31817181147127,7.0,0.1947412381762303,Central,Premium,2018-01-09,2022-01-17
C000195,29.0,34416.06417012735,62.74349495626121,13.0,0.2750968595499627,East,Budget,2018-01-09,2022-01-17
C000197,35.0,51622.073778264195,28.379326129842276,10.0,0.21298688213572706,South,Budget,2018-01-09,2022-01-17
C000198,39.0,55112.73695769066,1.0,8.0,0.42022996837121107,South,Budget,2018-01-09,2022-01-17
C000199,38.0,59204.682344156034,66.59040536681505,13.0,0.19947249038634599,Central,Budget,2018-01-09,2022-01-17
C000200,44.0,32704.674771657043,70.18122071869811,8.0,0.15428511896824068,Central,Budget,2018-01-09,2022-01-17
C000201,56.0,79189.69630971433,26.037894940416308,9.0,0.22099603292740758,Central,Standard,2018-01-09,2022-01-17
C000202,41.0,55112.73695769066,23.66115666975513,3.0,0.16618536472291445,South,Budget,2018-01-09,2022-01-17
C000203,47.0,51517.92941520113,26.585664985948352,11.0,0.12802822665257296,East,Premium,2018-01-09,2022-01-17
C000204,39.0,57665.55330665363,37.176089488157814,7.0,0.14047091076910004,West,Standard,2018-01-09,2022-01-18
C000205,39.0,48952.917336755054,30.908958763728766,12.0,0.2744681035389936,Central,Budget,2018-01-09,2022-01-18
C000206,29.0,20529.31816196117,51.523334296594754,8.0,0.3176993490102265,West,Standard,2018-01-09,2022-01-18
C000207,25.0,35186.46818258939,49.96217715432226,11.0,0.061778714962715614,Central,Budget,2018-01-09,2022-01-18
C000208,29.0,51398.54193667199,49.774090174111386,4.0,0.12434944680201163,Central,Premium,2018-01-09,2022-01-18
C000209,35.0,47943.87158467333,38.216481857634626,5.0,0.1066083478447469,East,Budget,2018-01-09,2022-01-18
C000210,50.0,67951.69675846735,30.431430842029247,7.0,0.11056047703742972,East,Budget,2018-01-09,2022-01-18
C000211,24.0,66207.29160321836,18.967827245223496,7.0,0.3030931643347666,Central,Premium,2018-01-09,2022-01-18
C000212,40.0,43803.11532470072,37.00090673988265,8.0,0.14203411087521853,South,Budget,2018-01-09,2022-01-18
C000213,34.0,35860.28709179022,61.07129398841966,5.0,0.10217221689533558,East,Budget,2018-01-09,2022-01-18
C000214,36.0,70096.51202796187,49.96217715432226,3.0,0.3383044511183396,Central,Budget,2018-01-09,2022-01-18
C000215,52.0,58785.839152820045,46.9790437074223,12.0,0.3775470548020285,North,Budget,2018-01-09,2022-01-18
C000216,46.0,42568.16689390085,27.20155208000708,10.0,0.11399852316329442,Central,Premium,2018-01-10,2022-01-19
C000217,56.0,32160.603237641815,22.342136119044298,10.0,0.2539210262709896,Central,Budget,2018-01-10,2022-01-19
C000218,39.0,41483.302764612665,67.7025196720499,11.0,0.25408807230529085,East,Standard,2018-01-10,2022-01-19
C000219,31.0,62839.04002031691,73.03759659228173,11.0,0.1927155838559178,Central,Standard,2018-01-10,2022-01-19
C000220,37.0,88736.12063907026,58.40845525158514,10.0,0.13519232749969573,Central,Premium,2018-01-10,2022-01-19
C000221,39.0,50761.79835857346,24.64603610055326,15.0,0.19971394806758594,East,Premium,2018-01-10,2022-01-19
C000222,42.0,38340.10200053071,65.16724767275736,10.0,0.12823498790544535,Central,Standard,2018-01-10,2022-01-19
C000223,26.0,98144.1279783065,63.31849036117641,9.0,0.21854278598750274,North,Standard,2018-01-10,2022-01-19
C000224,39.0,47562.17198330073,88.45528956485394,10.0,0.11202390865351909,North,Standard,2018-01-10,2022-01-19
C000225,42.0,39117.81421829031,37.83192196097831,4.0,0.19751361342930793,Central,Standard,2018-01-10,2022-01-19
C000226,70.0,46853.84603622047,56.0395114161055,8.0,0.2546377969491094,South,Standard,2018-01-10,2022-01-19
C000227,62.0,45857.72365760889,30.726766240185903,7.0,0.09659660105976868,East,Standard,2018-01-10,2022-01-19
C000228,29.0,80411.02312076115,10.549395207376627,13.0,0.43931123116309934,South,Standard,2018-01-10,2022-01-20
C000229,39.0,21525.345205719437,49.96217715432226,7.0,0.0925596365320191,Central,Premium,2018-01-10,2022-01-20
C000230,22.0,66890.2472594067,49.742119235476025,9.0,0.024654389392670846,North,Standard,2018-01-10,2022-01-20
C000231,32.0,54780.84757179748,33.76403378802106,9.0,0.21082170003084857,Central,Premium,2018-01-10,2022-01-20
C000232,39.0,43866.11501801047,59.02858932599683,16.0,0.37513032556133363,South,Budget,2018-01-10,2022-01-20
C000233,54.0,48281.636062164274,61.55311443519088,10.0,0.18670519901145968,West,Standard,2018-01-10,2022-01-20
C000234,31.0,49986.39296003511,49.007605572621515,7.0,0.07218759540809927,East,Premium,2018-01-10,2022-01-20
C000235,32.0,56761.585471041086,17.67685301194377,6.0,0.3263154170612343,North,Budget,2018-01-10,2022-01-20
C000236,18.0,45973.471928428546,28.989794102060902,11.0,0.21715849668006426,Central,Standard,2018-01-10,2022-01-20
C000237,38.0,53689.83178173847,53.43867621931797,13.0,0.3077961654459296,North,Budget,2018-01-10,2022-01-20
C000238,27.0,39453.12056215483,55.45039143499349,9.0,0.1682897470085114,West,Premium,2018-01-10,2022-01-20
C000239,33.0,98638.47163393747,55.734260836449536,13.0,0.08336111043803975,West,Premium,2018-01-10,2022-01-20
C000240,29.0,75185.37638854579,66.0673550494915,11.0,0.1835187969717362,North,Standard,2018-01-11,2022-01-21
C000241,38.0,64771.2317757978,43.91690164167289,7.0,0.1783394506127098,Central,Standard,2018-01-11,2022-01-21
C000242,18.0,46123.65162088204,52.93272380195623,14.0,0.1739314435459773,East,Budget,2018-01-11,2022-01-21
C000243,22.0,71429.28496461273,59.90239603261094,8.0,0.23851744150342719,Central,Budget,2018-01-11,2022-01-21
C000244,65.0,60985.73642749069,49.96217715432226,9.0,0.06326066074360508,East,Budget,2018-01-11,2022-01-21
C000245,24.0,57381.03308107283,48.47513539871393,5.0,0.06070616228914785,West,Standard,2018-01-11,2022-01-21
C000246,26.0,55112.73695769066,47.77722433077962,7.0,0.0339421622135603,West,Standard,2018-01-11,2022-01-21
C000247,62.0,60491.609371995306,54.901889109264694,6.0,0.27593897673120615,South,Standard,2018-01-11,2022-01-21
